family	treatment_iri	figure_iri	description	image_url	md5
Albanerpetontidae	<http://treatment.plazi.org/id/BD27293FFFD5FF85FF21FB10FED3FDA8>	<http://dx.doi.org/10.5281/zenodo.5075558>	FIG. 3. — Isolated premaxillae (A-L) and maxillae (M-S) of Albanerpeton pannonicum Venczel & Gardner, 2005 from the uppermost Miocene (Messinian) locality of Moncucco Torinese, Piedmont Basin, northwestern Italy: A-C, MGPT-PU 132112, complete left premaxilla, in labial (A), ventral (B), and lingual (C) views, from layer M3; D-F, MGPT-PU 132001, nearly complete left premaxilla, in labial (D), ventral (E), and lingual (F) views, from layer M4/5; G, H, MGPT-PU 132165, nearly complete left premaxilla, in labial (G) and lingual (H) views, from unrecorded layer; I, J, MGPT-PU 132232, nearly complete left premaxilla, in labial (I) and lingual (J) views, from layer M4/5; K, L, MGPT-PU 132648, nearly complete right premaxilla, in labial (K) and lingual (L) views, from layer M7+25; M-O, MGPT- PU 132307, nearly complete right maxilla, in labial (M), lingual, (N), and dorsal (O) views, from unrecorded layer; P, Q, MGPT-PU 132012, left maxilla missing anterior and posterior ends, in labial (P) and lingual (Q) views, from layer M4/5; R, S, MGPT-PU 132014, left maxilla preserving about anterior one-half of bone, in labial (R) and lingual (S) views, surface collected. Abbreviations: b, boss; fjl, flattened area for contact with jugal and lacrimal; inm, internal narial margin; ldn, lateral dorsal notch; mp, maxillary process; mt, misshaped functional tooth; mrt, misshaped replacement tooth; np, nasal process; pden, pars dentalis; pdor, pars dorsalis; pdp, premaxillary dorsal process; pfo, palatal foramen; plp, premaxillary lateral process; ppal, pars palatinum; rt, replacement tooth; spp, suprapalatal pit; t, functional teeth; ts, tooth slot; vp, vomerine process. All images are photographs of undusted specimens. All specimens are depicted at same magnification. Scale bar: 1 mm.	https://zenodo.org/record/5075558/files/figure.png	fc4fa11d60430e42f504df665b677fa9
Albanerpetontidae	<http://treatment.plazi.org/id/BD27293FFFD5FF85FF21FB10FED3FDA8>	<http://dx.doi.org/10.5281/zenodo.5075560>	FIG. 4. — Isolated dentaries (A-M) and vertebrae (N-U) of Albanerpeton pannonicum Venczel & Gardner, 2005 from the uppermost Miocene (Messinian) locality of Moncucco Torinese, Piedmont Basin, northwestern Italy: A-C, MGPT-PU 132003, right dentary preserving about anterior four-fifths of bone, including entire tooth-bearing region, in labial (A), lingual (B), and dorsal (C) views, from layer M5; D-F, MGPT-PU 132643, left dentary preserving about anterior one-half of bone, in labial (D), lingual (E), and dorsal (F) views, from layer M3/4; G-I, MGPT-PU 132010, right dentary preserving about anterior one-third of bone and exhibiting anomalous,plate-like bony growth (arrow) on ventral surface of symphyseal region,in labial (G), lingual (H), and dorsal (I) views, surface collected; J, K, MGPT-PU 132631, left dentary preserving posterior portion of tooth-bearing region and adjacent part of area for attachment of post-dentary bones, in labial (J) and lingual (K) views, from layer M3; L, M, MGPT-PU 132638, left dentary preserving posterior portion of tooth-bearing region and adjacent part of area for attachment of post-dentary bones, in labial (L) and lingual (M) views, from layer M4/5; N-P, MGPT-PU 132015, trunk vertebra missing much of neural arch, in right lateral (N) view, in ventral (O) view with anterior end to right, and in anterior (P) view, from layer M4/5; Q-U, MGPT-PU 132017, sacral vertebra missing much of neural arch, in right lateral (Q) view, in dorsal (R) and ventral (S) views, both with anterior end towards top of figure, and in anterior (T) and posterior (U) views, from layer M4. Abbreviations: aapd, area for attachment of post-dentary bones; ab, anterior basapophysis; ac, anterior cotyle; c, centrum; dp, dental parapet; enfo, external nutritive foramina; naw, broken base of neural arch wall; ncp, notochordal pit; oMc, opening for Meckelian canal; rcc, rim of calcified cartilage; sd, subdental shelf; sp, symphyseal prongs; t, functional teeth; tp, transverse process; ts, tooth slot. All images are photographs of undusted specimens. Dentaries (upper scale bar) are depicted at same magnification and vertebrae (lower scale bar) are depicted at same magnification. Scale bars: 1 mm.	https://zenodo.org/record/5075560/files/figure.png	b8afe3c2148f4ed6d6891a48379dd58b
Operculariidae	<http://treatment.plazi.org/id/61123C52FD63FFA5FC6293065F88FA8B>	<http://dx.doi.org/10.5281/zenodo.4685513>	Figs. 8–13. (8–11) Operculigera montanea from the type locality and host; Erlich’s hematoxylin preparations, AM P62810. (8) Heavily infested pleopod of host at low magnification. Arrow, lateral view showing triangular profile of lorica. (9) Dorsal view of single individual. See Fig. 1 for explanation of symbols. (10) Dorsal view of individual with intracellular parasite (arrow). (11) Dorsal view of individual with empty, ruptured cyst of intracellular parasite (arrow). (12) Dorsal view of Operculigera haswelli n.sp. from the type locality and host; Heidenhain’s hematoxylin preparation, AM P62814. Arrow, spine on left margin of vallum. (13) Dorsal view of two individuals of Operculigera inornata n.sp. from Great Lake, Tasmania; Heidenhain’s hematoxylin preparation, IPTC USNM 1004291. Arrow, intracellular parasite.	https://zenodo.org/record/4685513/files/figure.png	2eac2c5ee4dd90e68c5b7cf1b9fffd08
Operculariidae	<http://treatment.plazi.org/id/61123C52FD63FFA5FC6293065F88FA8B>	<http://dx.doi.org/10.5281/zenodo.4685517>	Figs. 14, 15. Operculigera inornata n.sp. (14) Dorsal view of holotype individual from type locality and host; Delafield’s hematoxylin preparation, AM P62816. (15) Dorsal view of individual from Great Lake, Tasmania; Heidenhain’s hematoxylin preparation,AM P62818.	https://zenodo.org/record/4685517/files/figure.png	ae6e2b8163defa11f7e39572dc1f7033
Operculariidae	<http://treatment.plazi.org/id/61123C52FD65FFA4FC3092E95B74FA7F>	<http://dx.doi.org/10.5281/zenodo.4685511>	Figs.3–7. Operculigera haswelli n.sp. from the type locality and host; Heidenhain’s hematoxylin preparations,AM P62814 and P62815. (3) Dorsal view of holotype individual with maximally developed spine. (4) Vallum with maximally developed spine curving posteriad. (5) Vallum with partially developed spine. (6) Vallum with minimally developed spine reduced to blunt process. (7) Vallum lacking spine.	https://zenodo.org/record/4685511/files/figure.png	6611cefb5b28c55e19891b0b96748126
Pomatiidae	<http://treatment.plazi.org/id/03BC1F3CE523D91A0714FCE84512B606>	<http://dx.doi.org/10.5281/zenodo.7670110>	Fig.5. Tropidophora humbug sp.n.: (A–C) holotype,Tsingy Beanka,max.diameter 31.5mm,height 16.3 mm, AMS C.474165; (D–F) paratype, heavily banded specimen, Tsingy de Bemaraha, max. diameter 30.4 mm, height 14.1 mm, NMSA L8444/T2658; (G) operculum of holotype, external surface, max. diameter 11.0 mm, AMS C.474165.	https://zenodo.org/record/7670110/files/figure.png	4b092740ac95f3036d8450b4b4d7389e
Pomatiidae	<http://treatment.plazi.org/id/03BC1F3CE523D91A0714FCE84512B606>	<http://dx.doi.org/10.5281/zenodo.7670114>	Fig. 7. Tropidophora secunda Fischer-Piette & Bedoucha, 1965: (A–C) Tsingy Beanka, st’n 03/06, max. diameter 21.5 mm, NMSA L7040;(D) Tsingy Beanka, st’n 03/06, subadult, max.diameter 20.0 mm, NMSA L7040;(E) Kelifely Plateau, max.diameter 18.8 mm,NMSA L6798; (F–H) holotype (faded), ‘Madagascar’, Cuming collection, max. diameter 22.0 mm, NHMUK 20110470.	https://zenodo.org/record/7670114/files/figure.png	2428598c5cc9500346932423b3c4a893
Pomatiidae	<http://treatment.plazi.org/id/03BC1F3CE523D91A0714FCE84512B606>	<http://dx.doi.org/10.5281/zenodo.7670116>	Fig. 8. Tropidophora secunda Fischer-Piette & Bedoucha, 1965, radula, NMSA L7040: (A) entire width of radula, scale bar = 200 μm; (B) rachidian and inner lateral teeth, scale bar = 50 μm; (C) outer lateral and marginal teeth, scale bar = 50 μm.	https://zenodo.org/record/7670116/files/figure.png	bef29d8a6791978829e1e0dd01cf5698
Erinaceidae	<http://treatment.plazi.org/id/038787D0FFD9FFCFFF5AFBD1F7777D17>	<http://dx.doi.org/10.5281/zenodo.6639418>	1. West European Hedgehog (Erinaceus europaeus), 2. Northern White-breasted Hedgehog (Erimaceus roumanicus), 3. Southern White-breasted Hedgehog (Erinaceus concolor), 4. Amur Hedgehog (Erinaceus amurensis), 5. North African Hedgehog (Atelerix algirus), 6. Four-toed Hedgehog (Atelerix albiventris), 7. Somali Hedgehog (Atelerix sclateri), 8. Southern African Hedgehog (Atelerix frontalis), 9. Desert Hedgehog (Paraechinus aethiopicus), 10. Brandt's Hedgehog (Paraechinus hypomelas), 11. Indian Hedgehog (Paraechinus micropus), 12. Bare-bellied Hedgehog (Paraechinus nudiventris), 13. Common Long-eared Hedgehog (Hemiechinus auritus), 14. Indian Long-eared Hedgehog (Hemiechinus collaris), 15. Wang's Forest Hedgehog (Mesechinus wangi), 16. Small-toothed Forest Hedgehog (Mesechinus miodon), 17. Daurian Hedgehog (Mesechinus dawuricus), 18. Hugh's Hedgehog (Mesechinus hughi), 19. Long-eared Gymnure (Hylomys megalotis), 20. Dwarf Gymnure (Hylomys parvus), 21. Short-tailed Gymnure (Hylomys suillus), 22. Moonrat (Echinosorex gymnurus), 23. Shrew Gymnure (Neotetracus sinensis), 24. Hainan Gymnure (Neohylomys hainanensis), 25. Mindanao Gymnure (Podogymnura truei), 26. Dinagat Gymnure (Podogymnura aureospinula)	https://zenodo.org/record/6639418/files/figure.png	544c3220fbed7c08401c5716b8ac1e82
Erinaceidae	<http://treatment.plazi.org/id/03A0BE3B6405FFB0FF4FFDFEFCA152A2>	<http://dx.doi.org/10.5281/zenodo.4571717>	FIGURE 6. Range map of Erinaceus amurensis in Korea.	https://zenodo.org/record/4571717/files/figure.png	e760f16839f06c88d9db1efbc9ea2e3c
Erinaceidae	<http://treatment.plazi.org/id/03C66E4E3A209776FF24FB5E4A21433C>	<http://dx.doi.org/10.5281/zenodo.7532492>	FIGURE 6. A. Bivariate plot of condylo-incisive length (CIL) and breadth of braincase (BBC) measurements comparing Podogymnura truei, P. minima, and P. intermedia n. sp. B. Results from the Principal Component Analysis of four small species of Podogymnura (excluding P. aureospinula) based on 15 cranial, dental, and mandibular measurements (see text).	https://zenodo.org/record/7532492/files/figure.png	0b1b4386b7a12a2fe41ca7a9dee4b65a
Centrolenidae	<http://treatment.plazi.org/id/0387D723FFD5FFAA92CBF925B914F8AF>	<http://dx.doi.org/10.5281/zenodo.185283>	FIGURE 5. Egg clutch of Centrolene gorzulae deposited on moss, on a branch overhanging water (ca. 2.0 m high). Photograph by P. J. R. Kok.	https://zenodo.org/record/185283/files/figure.png	ec6f6e8cc25e13c011013961841c482b
Centrolenidae	<http://treatment.plazi.org/id/0387D723FFD5FFAA92CBF925B914F8AF>	<http://dx.doi.org/10.5281/zenodo.185284>	FIGURE 6. Map of northeastern South America showing known localities of Centrolene gorzulae (red dots). 1 = Auyan-tepui (type locality of C. gorzulae and C. auyantepuiana); 2 = Parque Nacional Canaima, Cuenca alta del río Cucurital, Atapare; 3 = Sierra de Lema (type locality of C. lema); 4 = Peters Mountain (type locality of C. papillahallicum); 5 = Southeast slope of Maringma tepui; 6 = Kaieteur National Park.	https://zenodo.org/record/185284/files/figure.png	9e56e1f063d24283ee86cc7212d19b0f
Centrolenidae	<http://treatment.plazi.org/id/038C878BAE1CFFFFFF60F0DDFDBDFDB5>	<http://dx.doi.org/10.5281/zenodo.5427310>	Figure 4. Photographs of glass frogs. A, B, Centrolene buckleyi from Yanayacu Biological Station, male, dorsolateral and ventral views, QCAZ 26032 (WCF); C, Centrolene buckleyi from Carchi, male, dorsolateral view, MECN 1246 (MRB); D, E, Cochranella posadae, male, dorsolateral and ventral views, QCAZ 25090 (WCF); F, Centrolene bacatum, dorsolateral view, male, QCAZ 26056 (MRB); G, H, Cochranella wileyi sp. nov., males, dorsolateral and ventral views, QCAZ 26029 and 27441, respectively (MRB); I, Cochranella griffithsi, dorsolateral view, QCAZ 29525 (JMG).	https://zenodo.org/record/5427310/files/figure.png	863bfb23c690ca4a70d23f1f82f971e5
Cyclopedidae	<http://treatment.plazi.org/id/835887C8F72B2326FFD8F7FE411CB4D1>	<http://dx.doi.org/10.5281/zenodo.6627857>	1. Central American Silky Anteater (Cyclopes dorsalis), 2. Common Silky Anteater (Cyclopes didactylus), 3. Rio Negro Silky Anteater (Cyclopes ida), 4. Thomas's Silky Anteater (Cyclopes thomasi), 5. Red Silky Anteater (Cyclopes rufus), 6. Xingu Silky Anteater (Cyclopes xinguensis), 7. Amboro Silky Anteater (Cyclopes catellus)	https://zenodo.org/record/6627857/files/figure.png	ef1584d6e7dea0fd6e9291a2dafdcf95
Majidae	<http://treatment.plazi.org/id/039958650901FFB814CCFB36FE68F8E7>	<http://dx.doi.org/10.5281/zenodo.4423449>	FIGURE 11. Family Epialtidae. A) Acanthonyx petiverii H. Milne Edwards, 1834 (CCDB 46). B) Apiomithrax violaceus (A. Milne-Edwards, 1868) (CCDB 5547). C) Epialtus brasiliensis Dana, 1852 (CCDB 5544). D) Leucippa pentagona H. Milne Edwards, 1833 (CCDB 5654). E) Libinia ferreirae Brito Capello, 1871 (CCDB 1540). F) Libinia spinosa H. Milne Edwards in Guérin, 1832 (CCDB 752). G) Stenocionops furcatus (Olivier, 1791) (CCDB 3605). H) Stenocionops spinosissimus (Saussure, 1857) (CCDB 5781).Animals from Brazil, São Paulo state: Ubatuba (A, B, C, D, G), Santos (E), Caraguatatuba (F), RV Soloncy Moura Expedition, Point 8 (H). Sex: male (A, C, E, G), female (B, D, F, H). Scale bars (mm): A—14; B—21; C—9; D—5; E—43; F—72; G—22; H—41. Photographs by R.C. Buranelli.	https://zenodo.org/record/4423449/files/figure.png	50396dad6112b0129affa53e03e6a951
Majidae	<http://treatment.plazi.org/id/039958650909FFB014CCFDCCFAF1F9F9>	<http://dx.doi.org/10.5281/zenodo.4423453>	FIGURE 13. Family Mithracidae. A) Mithraculus coryphe (Herbst, 1801) (CCDB 5041). B) Mithraculus forceps A. Milne- Edwards, 1875 [in A. Milne-Edwards, 1873–1880] (CCDB 5079). C) Mithraculus sculptus (Lamarck, 1818) (CCDB 5091). D) Mithrax hispidus (Herbst, 1790) (CCDB 2950). E) Mithrax tortugae (Rathbun, 1920) (CCDB 4896). F) Omalacantha bicornuta (Latreille, 1825) (CCDB 1422). G) Teleophrys pococki Rathbun, 1901 (CCDB 5272). Animals from Brazil, São Paulo state: Ubatuba (A, B, C, E, F), São Sebastião (D). Sex: male (A, B, C, E, F, G), female (D). Scale bars (mm): A—5; B—10; C—11; D—30; E—22; F—10; G—6. Photographs by R.C. Buranelli.	https://zenodo.org/record/4423453/files/figure.png	402718006e720c2a54d7ab51bde918bb
Majidae	<http://treatment.plazi.org/id/03A9654BFF88075157A5FD4B7A67FA6E>	<http://dx.doi.org/10.5281/zenodo.5384598>	Fig. 4. General habitus, Maja species. A, Maja squinado, neotype male (147.1 × 126.3 mm) (SMF-4548), Croatia; B, Maja squinado, male (84.8 × 70.3 mm) (USNM 152563), Israel; C, Maja brachydactyla, male (61.5 × 53.8 mm) (MNHN-IU-2013-4039), Morocco; D, Maja brachydactyla, male (161.2 × 140.1 mm), (ZRC 2008.0179), Spain; E, Maja brachydactyla, male (98.4 × 89.0 mm) (ZRC 2009.1130), U.K.; F, Maja brachydactyla, ovigerous female (119.0 × 103.0 mm) (ZRC 2009.1130), U.K.	https://zenodo.org/record/5384598/files/figure.png	b9c3df268474713d82859c991031c6df
Pleuroceridae	<http://treatment.plazi.org/id/03940C72FFB249500776FAD3FE1874A7>	<http://dx.doi.org/10.5281/zenodo.169521>	FIGURE 1. Shells and radulae from recognized and nominal Elimia species. A. Eight landmarks used for morphometric analyses shown on an illustration of E. interrupta modified from Burch and Tottenham (1980). B. E. interrupta, lectotype, ANSP 8760 a, 13.6 mm x 7.4 mm. C. Goniobasis christyi, lectotype, USNM 18451, 16.5 mm x 9 mm. D. G. instabilis, lectotype, USNM 118976, 13.2 mm x 7.5 mm. D. E. interrupta, NCSM 29499, 13.6 mm x 7.2 mm. E. E. interrupta, NCSM 6595, rachidian and laterals. Scale bar 100 µm. F. E. interrupta, NCSM 6595, marginals. Scale bar 100 µm.	https://zenodo.org/record/169521/files/figure.png	b9dd565f4f8ecdb9669c72023e99f00e
Pleuroceridae	<http://treatment.plazi.org/id/03CD87B3FFA3FFF052ECFE772389B420>	<http://dx.doi.org/10.5281/zenodo.7427841>	Fig.27. Species erroneously attributed to Juga H.Adams &A.Adams, 1854. A. Goniobasis columbiensis Whiteaves, 1905, syntype (CMML 2042), original figure (Whiteaves 1905: pl. 2 fig. 11). B. Goniobasis rubiginosa I. Lea, 1862, lectotype (Graf 2001: 91) (USNM 119297), original figure (Lea 1863a, 1863b: pl. 38 fig. 193). Scale bar = 1 cm.	https://zenodo.org/record/7427841/files/figure.png	527fee57e4dea64972462694a1ba5205
Pleuroceridae	<http://treatment.plazi.org/id/6154C06C4F65036F2B35D6E0FEA4FE63>	<http://dx.doi.org/10.5281/zenodo.170060>	FIGURE 3. Radulae and shells from Harpeth River pleurocerids. A. Li. armigera laterals from The Narrows of the Harpeth State Park. B. Laterals from “ Li. ” spicula, holotype NCSM 26807. Scale bars, 50 m. C. “ Li. ” spicula, holotype NCSM 26807, 31 mm.	https://zenodo.org/record/170060/files/figure.png	08a8de0e67c66a8e065b3e0a8194d4f6
Quiinaceae	<http://treatment.plazi.org/id/A2708787FFFBFF8ED12DF9CC6E68F959>	<http://dx.doi.org/10.5281/zenodo.5773045>	Fig. 2. – Quiina zamorensis J. V. Schneid. & Zizka. A. Branchlet with leaves and hermaphroditic inflorescence; B. Infructescence with immature fruits; C. Interpetiolar stipules at terminal node. [Homeier 333, BIEL] [Drawings: Anna Becker]	https://zenodo.org/record/5773045/files/figure.png	2aa7b703baf1ed5257f8e9603da2d3c3
Quiinaceae	<http://treatment.plazi.org/id/A2708787FFFEFF8ED13CF9C26B7BF984>	<http://dx.doi.org/10.5281/zenodo.5773043>	Fig. 1. – Quiina maracaensis J. V. Schneid. & Zizka. A. Flowering branch; B. Hermaphroditic inflorescence; C. Interpetiolar stipules at terminal node; D. Fruit; E. Hermaphroditic flower. [A-C, E: Milliken & Lima 35, NY; D: Rosa 3121, NY] [Drawings: Anna Becker and Julio Schneider]	https://zenodo.org/record/5773043/files/figure.png	72857187c3b55c1e6a3e5c3a97cf5b08
Quiinaceae	<http://treatment.plazi.org/id/A2708787FFFEFF8ED13CF9C26B7BF984>	<http://dx.doi.org/10.5281/zenodo.5773049>	Fig. 3. – Distribution map of Quiina maracaensis J. V. Schneid. & Zizka (•) and Quiina zamorensis J. V. Schneid. & Zizka ().	https://zenodo.org/record/5773049/files/figure.png	76c3d4d9f90f6662a4e651dbb1b35844
Orectolobidae	<http://treatment.plazi.org/id/03B40255F103FFC7FF4EF99F3A6414E8>	<http://dx.doi.org/10.5281/zenodo.274051>	FIGURE 1. Orectolobus floridus sp. nov. CSIRO H 6168 – 02, mature male, holotype, 750 mm TL. A, lateral view; B, dorsal view; and C, ventral view of head.	https://zenodo.org/record/274051/files/figure.png	9d5c9e1c9813e865af09bb76a86b8645
Orectolobidae	<http://treatment.plazi.org/id/03B40255F105FFD1FF4EFAF53ACF1240>	<http://dx.doi.org/10.5281/zenodo.274052>	FIGURE 2. Orectolobus parvimaculatus sp. nov. CSIRO H 5634 – 01, mature male, holotype, 885 mm TL. A, lateral view; B, dorsal view; and C, ventral view of head.	https://zenodo.org/record/274052/files/figure.png	e6b746a93530742be1a09e4ce04c63b9
Orectolobidae	<http://treatment.plazi.org/id/03B40255F105FFD1FF4EFAF53ACF1240>	<http://dx.doi.org/10.5281/zenodo.274053>	FIGURE 3. Dorsal fin shapes of Orectolobus parvimaculatus sp. nov. CSIRO H 6171 – 01, female, paratype, 943 mm TL. A, first dorsal fin; B, second dorsal fin. CSIRO H 5633 – 06, female, paratype, 593 mm TL. C, first dorsal fin; D, second dorsal fin.	https://zenodo.org/record/274053/files/figure.png	1a123683f430f75e7a239f00659ac737
Collothecidae	<http://treatment.plazi.org/id/03E0477FFFA8FFF9F186F8F1303CFE8E>	<http://dx.doi.org/10.5281/zenodo.208001>	FIGURES 2 A – 2 I. Acyclus sp.; Collotheca spp. 2 a – 2 c: Acyclus sp.; 2 d – 2 f: Collotheca algicola (Hudson, 1886); 2 g – 2 i: Collotheca ambigua (Hudson, 1883). Scale bars: 2 a – 2 c, 2 d, 2 g = 100 µm; 2 e – 2 f, 2 h – 2 i = 50 µm.	https://zenodo.org/record/208001/files/figure.png	b4248799b6dfa9a7ac458f72db1a55b7
Collothecidae	<http://treatment.plazi.org/id/03E0477FFFA8FFF9F186F8F1303CFE8E>	<http://dx.doi.org/10.5281/zenodo.208002>	FIGURES 3 A – 3 F. Collotheca spp. 3 a – c: Collotheca campanulata (Dobie, 1849); 3 d – 3 f: Collotheca trilobata (Collins, 1872). Scale bars: 3 a – 3 f = 100 µm.	https://zenodo.org/record/208002/files/figure.png	e54c5cd96383cf12b54779b91e3d3dcc
Zodariidae	<http://treatment.plazi.org/id/007C87ACFFC8FF8B5835FCA0FE5F352C>	<http://dx.doi.org/10.5281/zenodo.5048938>	FIGURES 5–8. Zodarion atlanticum sp. n. 5 male palp, ventral view. 6 male palp, retrolateral view. 7 epigyne, ventral view. 8 vulva, dorsal view. Scale bars = 0.25 mm.	https://zenodo.org/record/5048938/files/figure.png	ac4b9a61e5e10d4aae17dd89df838a1a
Zodariidae	<http://treatment.plazi.org/id/007C87ACFFCAFF8D5835F9EFFEB2343E>	<http://dx.doi.org/10.5281/zenodo.5048934>	FIGURES 1–4. Amphiledorus ungoliantae sp. n. 1 male palp, ventral view. 2 male palp, retrolateral view. 3 epigyne, ventral view. 4 epigyne, dorsal view. Scale bars = 0.5 mm.	https://zenodo.org/record/5048934/files/figure.png	9d4e9f8f9ce54c5f20684a27312a36e7
Zodariidae	<http://treatment.plazi.org/id/007C87ACFFCAFF8D5835F9EFFEB2343E>	<http://dx.doi.org/10.5281/zenodo.5048946>	FIGURES 13–20. Distribution of zodariid spiders in Portugal. 13 Amphiledorus adonis. 14, Amphiledorus ungoliantae. 15 Zodarion alacre. 16 Zodarion atlanticum. 17 Zodarion bosmansi. 18 Zodarion lusitanicum. 19 Zodarion merlijni. 20 Zodarion styliferum. 21 Zodarion styliferum f. extraneum. Current (full symbols) and previous (empty symbols) records.	https://zenodo.org/record/5048946/files/figure.png	4b2e25c37da556826c7b1b6c01366591
Aquifoliaceae	<http://treatment.plazi.org/id/730B87ECFFF3F241FF5EF8F07AFBFE0B>	<http://dx.doi.org/10.5281/zenodo.189161>	FIGURE 2. Isotominella geophila: A, habitus of a male specimen; B, antenna, ventrolateral view, and part of the head showing the PAO and proximal setae (ms, microsensillum); C, fourth antennal segment (bar: 10 micrometers); D, clypeus and labrum; E, mandibles; F, labial palp; G, maxilla.	https://zenodo.org/record/189161/files/figure.png	421cfa5d27df8ab34ed15d7a1f5185d5
Aquifoliaceae	<http://treatment.plazi.org/id/730B87ECFFF3F241FF5EF8F07AFBFE0B>	<http://dx.doi.org/10.5281/zenodo.189162>	FIGURE 3. Isotominella geophila: A, tibiotarsus, unguis and unguiculus, lateral external view; B, furca in lateral view; C, dorsal macrochaetotaxy (s, sensillum; ms, microsensillum); D, abdominal segments V and VI in lateral view (the arrow points the axis; mc, macroseta); E, unguis (dorsal view). Bar: 25 micrometers.	https://zenodo.org/record/189162/files/figure.png	d5c34d53450bd05901dbc34b92070d98
Tetrarogidae	<http://treatment.plazi.org/id/1577035E806CFFCFEDFCCAC819B20BAE>	<http://dx.doi.org/10.5281/zenodo.2988501>	FIGURE 46. Ablabys taenianotus (Cuvier [ex Commerson] 1829), Lissenung Island, Kavieng District, 24 Oct. 2009 (underwater photograph: Dietmar Amon).	https://zenodo.org/record/2988501/files/figure.png	d33cea3d3be93e51eef1353615563066
Tetrarogidae	<http://treatment.plazi.org/id/2B557D31BC1C5A12FF1C415921D2F8B9>	<http://dx.doi.org/10.5281/zenodo.182992>	FIGURE 1. Preserved specimens of (A – B) Liocranium pleurostigma and (C – D) L. praepositum. A lectotype of Paracentropogon pleurostigma, ZMA 110229, 33.5 mm SL; B non-type of L. pleurostigma, CSIRO H 4059 - 03, 82.8 mm SL; C lectotype of L. praepositum, QM I. 1582, 61.7 mm SL; and D non-type of L. praepositum, QM I. 31337, 93.2 mm SL.	https://zenodo.org/record/182992/files/figure.png	869cbd9f461dc5013ff4373e2c9ad3da
Tetrarogidae	<http://treatment.plazi.org/id/FA3387A25D5F5F3CFF0D4A14FB812593>	<http://dx.doi.org/10.5281/zenodo.5848251>	FIGURE 1. Preserved specimens of Ocosia dorsomaculata n. sp. (A–C) and Ocosia apia (D). A MNHN 2003-1836, holotype, 127.2 mm SL; B KAUM–I. 153740, paratype, 95.0 mm SL; C QM I. 34221, paratype, 48.9 mm SL; D USNM 214814, paratype, 49.7 mm SL.	https://zenodo.org/record/5848251/files/figure.png	1a3549f0ca1d88febb49020f7ff8c1ee
Dreissenidae	<http://treatment.plazi.org/id/5D36A832FF90FFCBFF37BD457361FB80>	<http://dx.doi.org/10.5281/zenodo.5019214>	Fig. 7. Plasticity (shape variability) of (1) Monodacna caspia RGM.1309807. (a) umbo in the middle, more square (b) umbo not in middle, more round (c) umbo in the middle, oval (d) umbo not in middle, more oval shape. (2) Dreissena elata. (a) RGM.1310278 short, curved (b) RGM.1310280 medium, curved (c) RGM.1310280 long, curved (d) RGM.1310280 medium, straight (e) RGM.1310282 long, straight. Scale bars = 1 mm.	https://zenodo.org/record/5019214/files/figure.png	5c84b320ac819c3c33b73153eaf64c67
Dreissenidae	<http://treatment.plazi.org/id/5D36A832FF90FFCBFF37BD457361FB80>	<http://dx.doi.org/10.5281/zenodo.5019216>	Fig. 8. Dreissenidae. (1–3) Dreissena caspia Eichwald, 1855: (1a) RGM.1310289 short type, LV; (1b) RGM.1310288 short type, RV; (2a) RGM.1310286 medium/curved type, LV; (2b) RGM.1310287 medium/curved type, RV; (3a) RGM.1310285 elongated type, LV; (3b) RGM.1310284 elongated type, RV. (4–5) Dreissena elata Andrusov, 1897: (4a) RGM.1310283 elongated type, LV; (4b) RGM.1310282 elongated type, RV; (5a) RGM.1310279 short type, LV; (5b) RGM.1310278 short type, RV). (6–7) Dreissena grimmi Andrusov, 1890: (6a) RGM.1310276 straight type, LV; (6b) RGM.1310275 straight type, RV; (7a) RGM.1310274 curved type, LV; (7b) RGM.1310273 curved type, RV. Scale bars = 1 mm.	https://zenodo.org/record/5019216/files/figure.png	1eecb9c53b7e25338e84e53bd6f72e33
Cratenemertidae	<http://treatment.plazi.org/id/03FD9E73FFCB1035FEF3141024D811C0>	<http://dx.doi.org/10.5281/zenodo.170851>	FIGURE 1. Korotkevitschia pelagica. Schema of internal organization of anterior portion in lateral view. BR, brain; CG, cephalic glands; CM, body wall circular muscle layer; CO, cerebral sensory organ; CR, circum­rhynchodaeal gland cells; CV, cephalic blood vessel; DC, dorsal cerebral commissure; DE, dermis; EX, excretory tubules; FO, frontal organ; LM, body wall longitudinal muscle layer; LN, lateral nerve cord; LV, lateral blood vessel; LP, lateral pouches of intestinal caecum; PS, precerebral septum; RC, rhynchocoel; RD, rhynchodaeum; RM, cephalic retractor muscles; RP, rhynchopore; RS, rhynchodaeal sphincter of circular muscles; ST, stomach; VC, ventral cerebral commissure; VP, vascular plug of dorsal blood vessel.	https://zenodo.org/record/170851/files/figure.png	8f52e244ff43d8624ec3f603de6318fd
