family	treatment_iri	figure_iri	description	image_url	md5
Echinorhinidae	<http://treatment.plazi.org/id/362D2832DA203E460AC1FB6FFCC9F833>	<http://dx.doi.org/10.5281/zenodo.2637270>	FIGURE 17. Echinorhinus sp. 1 (Echinorhinidae) (A–D), Hexanchus griseus (Hexanchidae) (E–H), and Chiloscyllium sp. 1 (Hemiscylliidae) (I–K). A. Lateral view of female (SL-108). B. Ventral view of head of female (SL-108). C. Teeth of upper jaw of female (SL-108). D. Teeth of lower jaw of female (SL-108). E. Lateral view of immature male (SL-106). F. Ventral view of head of female (SL-91). G. Teeth of upper jaw of female (SL-91). H. Teeth of lower jaw of female (SL-91). I. Lateral view of mature male. J. Ventral view of head of mature male (SL-59). K. Dorsal view of head and trunk of mature male (SL-59).	https://zenodo.org/record/2637270/files/figure.png	500c8793c75c5f420b1a7285d55970be
Nothridae	<http://treatment.plazi.org/id/03C90B6DFFF1783CFE2DFA5BFD18FF63>	<http://dx.doi.org/10.5281/zenodo.5234017>	Figures 1–2. Nothrus cotopaxiensis n. sp., larva. (1) Dorsal view. (2) Ventral view.	https://zenodo.org/record/5234017/files/figure.png	93cae96a398bd59cc58ca966ef6e6f83
Nothridae	<http://treatment.plazi.org/id/03C90B6DFFF1783CFE2DFA5BFD18FF63>	<http://dx.doi.org/10.5281/zenodo.5234019>	Figures 3–8. Nothrus cotopaxiensis n. sp., adult. (3) Dorsal view. (4) Ventral view. (5) Fragment of prodorsum. (6) Tip of sensillus. (7) Seta c1. (8) Seta le.	https://zenodo.org/record/5234019/files/figure.png	075b07595f2471f244ad4b7e6bf8cf35
Nothridae	<http://treatment.plazi.org/id/03C90B6DFFF57828FE06FF76FD18FE93>	<http://dx.doi.org/10.5281/zenodo.5234023>	Figures 9–17. Nothrus glaesarius n. sp., larva. (9) Dorsal view. (10) Ventral view. (11) Seta c1. (12) Seta c2. (13) Seta c3. (14) Seta f1. (15) Seta f2. (16) Seta h2. (17) Seta h1.	https://zenodo.org/record/5234023/files/figure.png	510945ac04c85f6f4e268970694689e4
Archipsyllidae	<http://treatment.plazi.org/id/039D6462FFB1FFD66FA66ABFA3C8FEDB>	<http://dx.doi.org/10.5281/zenodo.1181684>	FIGURE 1. Dinmopsylla semotagen. etsp.nov., holotype QMF 58948.	https://zenodo.org/record/1181684/files/figure.png	463bef29a5d557f432f2f5f5f1b9d3a3
Archipsyllidae	<http://treatment.plazi.org/id/03A4B83DC0150E1DBA90BE7E05DD80A2>	<http://dx.doi.org/10.5281/zenodo.262652>	FIGURE 1. Burmopsylla maculata gen. et sp. nov., male. A – B. Habitus of holotype EMTG BU- 001053.	https://zenodo.org/record/262652/files/figure.png	ae76bdeb88df199414b99ddff2f8aec0
Archipsyllidae	<http://treatment.plazi.org/id/03A4B83DC0150E1DBA90BE7E05DD80A2>	<http://dx.doi.org/10.5281/zenodo.262653>	FIGURE 2. Burmopsylla maculata gen. et sp. nov., female. A – B. Habitus of paratype EMTG BU- 001056; C. Habitus of paratype EMTG BU- 001087.	https://zenodo.org/record/262653/files/figure.png	36513827078c9ff1da102695f424b9b1
Squalidae	<http://treatment.plazi.org/id/03E487D4FF92FFDFFC8E2ACDFBB1F838>	<http://dx.doi.org/10.5281/zenodo.3738322>	FIG. 15. — Map of distribution of Squalus melanurus Fourmanoir, 1979 (●) and S. bucephalus Last, Séret & Pogonoski, 2007 (●) in the Coral Sea. A: holotype of S. melanurus.	https://zenodo.org/record/3738322/files/figure.png	533e89ee4322bcb476080fd8c3ff4aca
Squalidae	<http://treatment.plazi.org/id/03E487D4FF9CFFDAFC722AADFB7AFD47>	<http://dx.doi.org/10.5281/zenodo.3738292>	FIG. 1. — Squalus melanurus Fourmanoir,1979 in lateral view:A, MNHN-IC-1980-0460 (holotype of S. melanurus), adult male,670 mm TL;B, MNHN-IC-1978-0693 (holotype of S. rancureli Fourmanoir, 1979), adult male,680 mm TL;C, MNHN-IC-2002-1392, adult female,665 mm TL; D, MNHN-IC-1997-3619, juvenile female, 527 mm TL. Scale bars: 50 mm.	https://zenodo.org/record/3738292/files/figure.png	83cbce201bb4a587f7bd906520ca7594
Squalidae	<http://treatment.plazi.org/id/03E487D4FF9CFFDAFC722AADFB7AFD47>	<http://dx.doi.org/10.5281/zenodo.3738294>	FIG. 2. — Head in ventral view of Squalus melanurus Fourmanoir, 1979. A, MNHN-IC-1997-3619, juvenile female, 527 mm TL. B, MNHN-IC-1980-0460 (holotype of S. melanurus), adult male, 670 mm TL; C, MNHN-IC-1978-0693 (holotype of S. rancureli Fourmanoir, 1979), adult male, 680 mm TL. Scale bars: 50 mm.	https://zenodo.org/record/3738294/files/figure.png	179be33f491bde8d4ec1d9d4310127ed
Hypsimetopidae	<http://treatment.plazi.org/id/03F50154FA26FFB3FF75FD4A7269FA0D>	<http://dx.doi.org/10.5281/zenodo.207634>	FIGURE 2. Andhracoides shabuddin gen. nov., sp. nov. Holotype male, AM P. 81105: A. lateral view; B, dorsal view; C, head and pereonites 1 – 3; D, pleotelson; E, paratype female, AM P. 81106, lateral view. Scale bars = 5 mm.	https://zenodo.org/record/207634/files/figure.png	7c84707b1558d3abf9ac463999299892
Hypsimetopidae	<http://treatment.plazi.org/id/03F50154FA26FFB3FF75FD4A7269FA0D>	<http://dx.doi.org/10.5281/zenodo.207635>	FIGURE 3. Andhracoides shabuddin gen. nov., sp. nov., head. Paratype male, AM P. 81107: A, head, lateral view; B, dorsal view; C, antennula and antenna; D, antennula with enlargements of distal articles; E, paratype female, AM P. 81108, head and pereopod I lateral view. Scale bars = 1 mm.	https://zenodo.org/record/207635/files/figure.png	5c41462df511e29cc62a776456bcb458
Hypsimetopidae	<http://treatment.plazi.org/id/03F50154FA26FFB3FF75FD4A7269FA0D>	<http://dx.doi.org/10.5281/zenodo.207636>	FIGURE 4. Andhracoides shabuddin gen. nov., sp. nov. Paratype male, AM P. 81107. Mandible: A, left palp, dorsal view; B, right gnathal tip, medial view; C, left, medial view; D, left gnathal margin, dorsal view; E, right gnathal margin, ventral view; F, paragnath, ventral view. Scale bars = 0.5 mm.	https://zenodo.org/record/207636/files/figure.png	2209014a814856b4397b4dabef4d8293
Xenococcidae	<http://treatment.plazi.org/id/958B1623C86E5320AB6DA41334FBEE1A>	<http://dx.doi.org/10.3897/zookeys.1154.97578.figure14>	Figure 14. Neochavesia podexuta sp. nov. Adult female, full body view, illustrated from the holotype and paratypes. Illustration by Taina Litwak (USDA, ARS, Systematic Entomology Laboratory) with edits by SAS.	https://binary.pensoft.net/fig/826591	5a9fcc2784a2dd23304290f36e7a66b8
Tedaniidae	<http://treatment.plazi.org/id/03A8001077F1FF0AFF14A0DB9517F809>	<http://dx.doi.org/10.5281/zenodo.273055>	FIGURE 104. Tedania (Stylotedania) folium subgen. nov. sp. nov., a, habitus of holotype RMNH Por. 9324 (scale bar = 1 cm), b – e, SEM images of the spicules, b, choanosomal style, b 1, details of b, c, ectosomal style, c, details of c, d, long onychaete, d 1, details of d, d 2, detail of tyle, e, small onychaete, e 1, magnified image of e, e 2, detail of tyle.	https://zenodo.org/record/273055/files/figure.png	938c7f98a9686460f9bd49587fa3e0ab
Tedaniidae	<http://treatment.plazi.org/id/03A8001077F3FF09FF14A7C3928DFE4A>	<http://dx.doi.org/10.5281/zenodo.273054>	FIGURE 103. Tedania (Tedania) ignis (Duchassaing & Michelotti, 1864). a, habitus of RMNH Por. 6308 (scale bar = 1 cm), b – e, SEM images of the spicules, b, style, b 1, details of b, c, microspined tylote, c 1, details of c, d, long onychaete, d 1, details of d, e, short onychaete, e 1, enlarged image of e.	https://zenodo.org/record/273054/files/figure.png	f0f24e8da3f0775673ef45f22cc378c6
Tedaniidae	<http://treatment.plazi.org/id/03B087EDFFEAFFBDFF59F91DFE0DD8FA>	<http://dx.doi.org/10.5281/zenodo.3376072>	FIGURE 21. Tedania (Tedaniopsis) tantula (Kirkpatrick, 1907). BELUM.Mc2015.600.A. In situ appearance. B. Choanosomal skeleton, scale bar 500 µm. C. Ectosomal skeleton, scale bar 500 µm D. Style. E. Tornote. F. Tornote ends. G. Small onychaete. H. Large onychaete. I. Large onychaete ends. Spicule scale bars all 10 µm.	https://zenodo.org/record/3376072/files/figure.png	678f44fb2cb83c235f3f9ee75c0fc73f
Estonioceratidae	<http://treatment.plazi.org/id/5F4487ACFF92FFEEFDAA7DA1FCE87B93>	<http://dx.doi.org/10.5281/zenodo.5793552>	Fig. 42. Deltoceras beluga sp. nov., FMNH-P30321, holotype, from bed PO 07, from the Olenidsletta Member, Floian, Ordovician, Profilstranda section, Ny Friesland, Spitsbergen. A. View from right side. B. Ventral view; note the deep u-shaped hyponomic sinus. C. View from left side. Scale bar = 10 mm.	https://zenodo.org/record/5793552/files/figure.png	484ea9261c6bc41d1aa3640e2889cfda
Estonioceratidae	<http://treatment.plazi.org/id/5F4487ACFF92FFEEFDAA7DA1FCE87B93>	<http://dx.doi.org/10.5281/zenodo.5793556>	Fig. 43. Diagrams of whorl expansion rate (WER) and whorl width index (WWI) of Deltoceras beluga sp. nov., from the Olenidsletta Member, Floian, Ordovician, Profilstranda section, Ny Friesland, Spitsbergen. Solid lines connect measurements from individual specimens. Data of type specimens of D. planum Hyatt, 1894 from Ulrich et al. (1942). See Supp. file 2 for details of measurements	https://zenodo.org/record/5793556/files/figure.png	fc8e507489a903bf1f9783b4465d17be
Cephalotaxaceae	<http://treatment.plazi.org/id/C7DA175FE96C5BAD8B66E75D531DF41D>	<http://dx.doi.org/10.3897/phytokeys.222.101974.figure1>	Figure 1. Holotype of Cephalotaxus lanceolata K. M. Feng ex W. C. Cheng et al. (PE 00206970).	https://binary.pensoft.net/fig/829273	7a6c9f98596874ffd8cee09d88bb5504
Uvigerinidae	<http://treatment.plazi.org/id/0389064BFFB43D203EEEE7C6FD6FBE8E>	<http://dx.doi.org/10.5281/zenodo.272942>	FIGURE 19. (Unless otherwise specified all scale bars = 100 µm). 1 – 2. Uvigerina cf. U. porrecta Brady, 1879, QM  G 465988 from OTI 51. Scale bar = 50 µm. 1. Lateral view. 2. Oral view. 3 – 4. Trifarina pacifica (Albani, 1974), QM  G 465989 from OTI 51. Scale bar = 50 µm. 3. Lateral view. 4. Oral view. 5 – 6. Fijiella simplex (Cushman, 1929), QM  G 465828 from OTI 39. 5. Lateral view. 6. Oral view. 7 – 10. Eponides cf. E. repandus (Fichtel & Moll, 1798), 7. QM  G 465880 from CHANNEL, scale bar = 200 µm. 7. Spiral view. 8. Peripheral view. 9. QM  G 465881 from CHANNEL, umbilical view. Scale bar = 500 µm. 10. QM  G 465872 from CHANNEL, umbilical view. Scale bar = 200 µm. 11 – 13. Orbitina parri Collins, 1974, QM  G 466000 from OTI 47. Scale bar = 50 µm 11. Spiral view. 1 2. Umbilical view. 13. Peripheral view. 1 4 – 16. Rotorbis cf. R auberii (d’Orbigny, 1839). 1 4. QM  G 465914 from OTI 53 spiral view, scale bar = 50 µm. 1 5 – 16. QM  G 465915, umbilical view (15) peripheral view (16), scale bar for 16 = 50 µm. 1 7 – 21. Neoconorbina sp. 1. 17 – 18. QM  G 466138 from ST / HW 8, spiral (17) and peripheral (18) views. Scale bar = 50 µm. 19 – 21. QM  G 466008 from OTI 47, spiral (19), peripheral (20) and umbilical (21) views. Scale bar for 19 and 20 = 50 µm.	https://zenodo.org/record/272942/files/figure.png	efe75649079971a26a982bcc8c2b37f6
Gigarachnidae	<http://treatment.plazi.org/id/FE7987DAFFD7FFFBBCFEFAB71401FDBD>	<http://dx.doi.org/10.5281/zenodo.5367243>	Figure 5. Gigarachne bian Jiang & Li, gen. & sp. nov., holotype male. A. Habitus, ventral view. B. Habitus, dorsal view. C. Tarsal claws of left leg II. D. Eye domain, dorsal view. E. Mouthparts, ventral view. Scale bars: A–B=2.0mm; C=0.2 mm; D–E=1.0mm.	https://zenodo.org/record/5367243/files/figure.png	8da09dd6851dc9d607f8aa9f442a7314
Gigarachnidae	<http://treatment.plazi.org/id/FE7987DAFFD7FFFBBCFEFAB71401FDBD>	<http://dx.doi.org/10.5281/zenodo.5367245>	Figure 6. Gigarachne bian Jiang & Li, gen. & sp. nov., holotype male, right male palp.A.Apical view. B. Retrolateral view.C.Ventral view. Images horizontally flipped for the sake of comparison. Scale bars: A=0.2mm; B–C=0.5mm.	https://zenodo.org/record/5367245/files/figure.png	5d4cfc9dfd535da0fd9209984d5336bc
Anisogammaridae	<http://treatment.plazi.org/id/0336445BFFE8FFD0B01EFF60FC8E71F3>	<http://dx.doi.org/10.5281/zenodo.5220381>	Figure 1. Jesogammarus (Annanogammarus) debilis sp. nov., holotype, male. (A) Head; (B) antenna 1; (C) antenna 2; (D) flagellum of antenna 1; (E) flagellum of antenna 2; (F) upper lip; (G) incisor of left mandible; (H) palp of left mandible; (I) lower lip; (J) left maxilla 1; (K) palp of right maxilla 1; (L) maxilla 2; (M) maxilliped; (N) outer plate of maxilla 1; (O) incisor of right mandible; (P) inner surface of palp of left mandible.	https://zenodo.org/record/5220381/files/figure.png	1b83e1e1523a746f089948b19beaead1
Anisogammaridae	<http://treatment.plazi.org/id/0336445BFFE8FFD0B01EFF60FC8E71F3>	<http://dx.doi.org/10.5281/zenodo.5220383>	Figure 2. Jesogammarus (Annanogammarus) debilis sp. nov., holotype, male. (A) Gnathopod 1; (B) gnathopod 2; (C) propodus of gnathopod 1; (D) propodus of gnathopod 2; (E) dactylus of gnathopod 1; (F) dactylus of gnathopod 2; (G–L) coxal gills of gnathopod 2 and pereopods 3–7.	https://zenodo.org/record/5220383/files/figure.png	e8108a03ddb2e10356d10bad3ea76a13
Anisogammaridae	<http://treatment.plazi.org/id/0336445BFFE8FFD0B01EFF60FC8E71F3>	<http://dx.doi.org/10.5281/zenodo.5220385>	Figure 3. Jesogammarus (Annanogammarus) debilis sp. nov., holotype, male. (A) Pereopod 3; (B) pereopod 4; (C) pereopod 5; (D) pereopod 6; (E) pereopod 7; (F) pleopod 1; (G) pleopod 2; (H) pleopod 3; (I) dactylus of pereopod 5; (J) dactylus of pereopod 3; (K) uropod 1; (L) uropod 2; (M) uropod 3.	https://zenodo.org/record/5220385/files/figure.png	8df4e91ab307c7ddb74f6af1e242f67a
Aplocheilidae	<http://treatment.plazi.org/id/03C5879EFFAAC043B9F74A80C054A56B>	<http://dx.doi.org/10.5281/zenodo.7815895>	Fig. 42. Aplocheilus lineatus, 54.5 mm SL, Deep Water Bay Stream.	https://zenodo.org/record/7815895/files/figure.png	80197b089d80b26082fe8660e0222da8
Aplocheilidae	<http://treatment.plazi.org/id/03F540749526FFB0FF58FE912CE5FD31>	<http://dx.doi.org/10.5281/zenodo.1181660>	FIGURE 1. Topotypes of Aplocheilus andamanicus and A. panchax in life. (A) Aplocheilus andamanicus, male, BNHS FWF 563, 65.2 mm SL, (B) A. andamanicus female, BNHS FWF 562, 65.0 mm SL, (C) A. andamanicus, female, BNHS FWF 564, 30.8 mm SL, and (D)A. panchax, male, BNHS FWF 569, 28.3 mm SL.	https://zenodo.org/record/1181660/files/figure.png	802633e5f22d4dc1ad1da5eee124a180
Aplocheilidae	<http://treatment.plazi.org/id/03F540749526FFB0FF58FE912CE5FD31>	<http://dx.doi.org/10.5281/zenodo.1181662>	FIGURE2. Diagnostic characters for separating Aplocheilusandamanicus and A.panchax. (A) One of the originalsyntypes of Aplocheilus andamanicus collected by Day (1878) from the Andamans, now lectotype, BMNH 1870.5.18.34-36, 74.8 mm SL, Port Blair, (B) topotypes of A. andamanicus, male, BNHS FWF 563, 65.2 mm SL, collected from south Andaman Island, (C) topotypes of A. panchax, male, BNHS FWF 569, 28.3 mm SL, collected from West Bengal, India. See-through vertical lines represent the relative positions of the pectoral-fin origin and the posterior extremity of dorsal, pelvic and anal fins.	https://zenodo.org/record/1181662/files/figure.png	bb0dedcdaed3881c76d24650a3487b3b
Amphibolidae	<http://treatment.plazi.org/id/03F887BA990A543E118FC091FEF7F818>	<http://dx.doi.org/10.5281/zenodo.176781>	FIGURE 8. Digestive system of Salinator tecta sp. nov .. A. Complete digestive system. B. Detail of stomach and gizzard, stomach dissected dorsally to show internal structure. Scale bar = 10 mm.	https://zenodo.org/record/176781/files/figure.png	ba2ed0365545db870d15620ecb142907
Amphibolidae	<http://treatment.plazi.org/id/03F887BA990C5439118FC6A9FA73F8C6>	<http://dx.doi.org/10.5281/zenodo.176778>	FIGURE 5. Photographs of live animals. A. Phallomedusa solida (Martens, 1878). B. Two specimens of Salinator rhamphidia sp. nov .. Scale bar = 5 mm.	https://zenodo.org/record/176778/files/figure.png	5f0273ed379a9a881dbbe831544ddf8b
Amphibolidae	<http://treatment.plazi.org/id/03F887BA990D5438118FC6A9FA83F9EE>	<http://dx.doi.org/10.5281/zenodo.176777>	FIGURE 4. SEM photographs of internal surface of opercula, unless stated otherwise. A. Phallomedusa solida (Martens, 1878). B. Lactiforis tropicalis sp. nov .. C. Salinator rhamphidia sp. nov .. D. Salinator rosacea sp. nov .. E, F. Maningrida arnhemensis sp. nov., E. Exterior surface of operculum, F. Detail of nucleus on internal surface. Scale bar = 500 µm.	https://zenodo.org/record/176777/files/figure.png	02f7dee8bad77b8a50abbaaa8a02a3f8
Apataniidae	<http://treatment.plazi.org/id/038587FF834FFFE934E0FAB3FF61FF57>	<http://dx.doi.org/10.5281/zenodo.5637998>	FIGURE 7. Apatania naumanni spec. nov., scale = 0.5 mm: 7A, male genitalia, left lateral; 7B, male genitalia, dorsal; 7C, male genitalia, ventral; 7D, female genitalia, left lateral; 7E, female genitalia, dorsal; 7F, female genitalia, ventral.	https://zenodo.org/record/5637998/files/figure.png	b74d25bec6c1a5ad1c1d02848703b23a
Apataniidae	<http://treatment.plazi.org/id/039F87CAFFD8FFF628B0B66CFCD9FA2E>	<http://dx.doi.org/10.5281/zenodo.5567590>	Figures 1–5. Allomyia renoa (Milne). Male genitalia, scale line = 0.2 mm. 1) Lateral. 2) Dorsal. 3) Ventral. 4–5) Male phallus. 4) Lateral.5) Ventral. Abbreviations: ifa = inferior appendage (paired); ima = intermediate appendage; par = paramere; phl = phallus; IX = segment IX; X = Tergum X.	https://zenodo.org/record/5567590/files/figure.png	713e8f94c47d3243c508f03592706b88
Apataniidae	<http://treatment.plazi.org/id/039F87CAFFD8FFF628B0B66CFCD9FA2E>	<http://dx.doi.org/10.5281/zenodo.5567598>	Figures 6–8. Allomyia renoa (Milne). 6–7) Female genitalia, scale line = 0.2 mm. 6) Lateral. 7) Ventral. 8) Pupal hook plates. Abbreviations: spr = supragenital plate; spr.sct = spermathecal sclerite; ssc.o = spermathecal opening; IXt = tergum IX; Xt = tergum X; III–VII = abdominal terga III through VII; a = anterior; p = posterior.	https://zenodo.org/record/5567598/files/figure.png	1abb2067618314fbe779b23e6a2c6978
Turritellidae	<http://treatment.plazi.org/id/03BB2338E36DE21DFE78A3085BDEFEC2>	<http://dx.doi.org/10.5281/zenodo.3670237>	Figure 5. Gastropods from the Caballas Formation. (a–e) Caballasea segmentata gen. nov., sp. nov. B8769. (a) UWBM 107607, paratype, L 12.4 mm, apertural view. (b) UWBM 107607, abapertural view. (c) UWBM 107606, holotype, L 12.6 mm, abapertural view. (d) MUSM INV 262, paratype, L 8.3 mm, oblique view of parietal callus and columella. (e) UWBM 107608, paratype, L 15.3 mm, abapertural view. (f, g) Turritella capistrata sp. nov. (f) MUSM INV 259, paratype, B8772, L 16.3 mm, lateral view. (g) UWBM 107601, holotype, B8770, L 14.4 mm, apertural view. (h) Turritella saposa Olsson, 1944, UWBM 107602, B8770, L 15.5 mm. (i) Cristispira caballasensis sp. nov., UWBM 107605, holotype, B8769, L 5.1 mm, fragment. (j, k, m, n) Rhombopsis longinquus sp. nov. (j) UWBM 107630, holotype, B8772, L 18.3 mm, apertural view, outer lip missing. (k) MUSM INV 269, paratype, B8769, L 19.9 mm, abapertural view. (m) UWBM 107631, paratype, B8772, L 22.5 mm, abapertural view. (n) UWBM 107632, paratype, B8769, L 16.4 mm, lateral view of spire and columella. (l, o–q) Tristeirostoma saxaquadrata sp. nov. B8771. (l) UWBM 107636, paratype, L 10.0 mm, spire. (o) UWBM 107,635, holotype, L 7.6 mm, abapertural view. (p) UWBM 107635, lateral view of columella. (q) UWBM 107635, apertural/lateral view.	https://zenodo.org/record/3670237/files/figure.png	0970516eef4c5f9d6aa8f78736b9fae2
Turritellidae	<http://treatment.plazi.org/id/10318364FF82E23CC9D9FC7EFDB1FE17>	<http://dx.doi.org/10.5281/zenodo.3472392>	FIGURE 12. A–B. Archimediella dertornatior Sacco, 1895. A. Syntype, Stazzano (Italy), BS.061.03.003. 12B1–B2. Syntype, Stazzano (Italy), BS.061.03.003bis. C. Archimediella dertonensis (Mayer, 1868), Stazzano (Italy), BS.061.03.004.	https://zenodo.org/record/3472392/files/figure.png	ee6a7bfb688abb33a1498ef81b9e6ae7
Turritellidae	<http://treatment.plazi.org/id/10318364FF88E207C9D9FC4DFE8AFD2F>	<http://dx.doi.org/10.5281/zenodo.3472376>	FIGURE 4. A. Measurements and ratios to classify lateral sinus morphology (LS° = lateral sinus angle, LSp = lateral sinus position, LSd = lateral sinus depth). B. Classification of lateral sinus angles; grey area represents angles documented in Paratethyan Turritellidae. C. Notation system for describing spiral cords in turritellids:A, B, C, d = primary spiral cords, r, s, t, u = secondary spiral cords (adopted from Allmon 1996).	https://zenodo.org/record/3472376/files/figure.png	562465f500f6fa27e441382c70ca0c00
Acari	<http://treatment.plazi.org/id/134087D35F35FFA809F3FD3607E4CB6A>	<http://dx.doi.org/10.5281/zenodo.321773>	FIGURES 1 – 5. Amazoniaseius imparisetosus n. sp., n. g.. Female: 1. Dorsal idiosoma, 2. Ventral idiosoma, 3. Chelicera, 4. Spermatheca, 5. Genu, tíbia and basitarsus of leg IV.	https://zenodo.org/record/321773/files/figure.png	558ed6876805c3816a33793a4e42276a
Acari	<http://treatment.plazi.org/id/134087D35F35FFA809F3FD3607E4CB6A>	<http://dx.doi.org/10.5281/zenodo.321774>	FIGURES 6 – 9. Amazoniaseius imparisetosus n. sp., n. g.. Deutonymph: 6. Dorsal idiosoma, 7. Ventral idiosoma. Protonymph: 8. Dorsal idiosoma, 9. Ventral idiosoma.	https://zenodo.org/record/321774/files/figure.png	de358e70ee847659d3193888cc893a7b
Acari	<http://treatment.plazi.org/id/B168AE448839D513ACD0FB872F0CD577>	<http://dx.doi.org/10.5281/zenodo.343857>	FIGURES 1 – 3. Origmatrachys peruensis sp. nov. holotype, female. 1. Body in dorsal view. 2. Dorsal setae and ornamentation. 3. Transverse furrow and its region on dorsal shield.	https://zenodo.org/record/343857/files/figure.png	122085d93e01da36587def4ac5b7d27b
Sarcophagidae	<http://treatment.plazi.org/id/038087AF82035D00FF12FE4C74F2FD61>	<http://dx.doi.org/10.5281/zenodo.5654285>	FIGURE 39. Sarcophila latifrons (Fallén, 1817), male, Xinjiang, Altay, Kalamaili, 26.V.2014, MZ leg. A. Habitus, lateral view. B. Head, lateral view. C. Head, anterior view. D. Head, anterolateral view. E. Right wing, dorsal view. F. Abdomen, dorsal view. Scale bars: A, E, F = 1.0 mm, B–D = 0.5 mm.	https://zenodo.org/record/5654285/files/figure.png	84505f43062b6d2e0c1ec2e9e3aa0bcc
Sarcophagidae	<http://treatment.plazi.org/id/038087AF820B5D08FF12FEDD76E4FD28>	<http://dx.doi.org/10.5281/zenodo.5654335>	FIGURE 54. Hypandrial complex and phallus of Wohlfahrtia spp., lateral view. A. W. intermedia (Portschinsky, 1887), Xinjiang, Altay, Kalamaili, 9.VI.2014, MZ leg. B. W. bella (Macquart, 1839), Xinjiang, Altay, Kalamaili, 29.V.2014, DZ & MZ leg. C. W. balassogloi (Portschinsky, 1881), Xinjiang, Altay, Kalamaili, 16.VI.2014, MZ leg. D. W. magnifica (Schiner, 1862), Xinjiang, Altay, Kalamaili, 3.V.2014, MZ leg. E. W. cheni Rohdendorf, 1956, Xinjiang, Altay, Kalamaili, 14.V.2015, MZ & CW leg. F. W. fedtschenkoi Rohdendorf, 1956, Xinjiang, Altay, Kalamaili, 24.IV.2015, MZ & CW leg. Abbreviations: dp = distiphallus; ej apod = ejaculatory apodeme; hypd apod = hypandrial apodeme; phapod = phallapodeme; pogt = postgonite; prgt = pregonite. Scale bars: 0.25 mm.	https://zenodo.org/record/5654335/files/figure.png	74a7fb82fd35923eac1f4326628583b8
Sarcophagidae	<http://treatment.plazi.org/id/038087AF82135D10FF12FF6C73A0FDCE>	<http://dx.doi.org/10.5281/zenodo.5654249>	FIGURE 28. Sphecapatodes spp., terminalia (A–D) and sternite 5 (E–G). A. Sphecapatodes superciliosa sp. nov., paratype. B. Sphecapatodes xinjiangensis sp. nov., paratype. C. Sphecapatodes kaszabi Rohdendorf & Verves, 1980. D. Sphecapatodes xuei Zhang, Chu, Pape & Zhang, 2014, holotype. E. Sphecapatodes superciliosa sp. nov., sternite 5, paratype. F. Sphecapatodes xinjiangensis sp. nov., sternite 5, paratype. G. Sphecapatodes kaszabi Rohdendorf & Verves, 1980, sternite 5. Abbreviations: cerc = cercus; dp = distiphallus; ej apod = ejaculatory apodeme; epand = epandrium; hypd apod = hypandrial apodeme; phapod = phallapodeme; prgt = pregonite; sur = surstylus. Scale bars: 0.25 mm. [C, D, G adapted from Zhang et al. (2014).]	https://zenodo.org/record/5654249/files/figure.png	55fe5ee0d6225eb0f6e560e21ece8e70
Hydryphantidae	<http://treatment.plazi.org/id/03851066FF93FFAB6FF8617FFD6EFDBA>	<http://dx.doi.org/10.5281/zenodo.5392662>	Figure 1 Pseudohydryphantes chilensisn. sp., holotype male. A – dorsum; B – venter; C – chelicera; D – palp; E – IV­leg­4­6. Scale bars: A­B = 100 µm; C­E = 50 µm.	https://zenodo.org/record/5392662/files/figure.png	75b7e92e4f751f964f9811d0701f7cb0
Hydryphantidae	<http://treatment.plazi.org/id/038C87FC782AFFC0FF2D04FAFD32F836>	<http://dx.doi.org/10.5281/zenodo.4655580>	FIGURES 1–8. Eupanisellus kazakhstanicus n. sp., male: 1, dorsal view; 2, ventral view; 3, seta Fch; 4, seta Fp; 5, seta Vi; 6, fragment of integument; 7, eye capsule; 8, ejaculatory complex. Scale bars: 1–2 = 200 μm.	https://zenodo.org/record/4655580/files/figure.png	e2b1faec50b323fc3feb94b2bf9597f0
Hydryphantidae	<http://treatment.plazi.org/id/038C87FC782AFFC0FF2D04FAFD32F836>	<http://dx.doi.org/10.5281/zenodo.4655582>	FIGURES 9–14. Eupanisellus kazakhstanicus n. sp., adult: 9, capitulum; 10, chelicera; 11, pedipalp; 12,14, genital field; 13, right half of genital field; 9–13 male, 14, female. Scale bars: 9–13 = 50 μm, 14 = 100 μm.	https://zenodo.org/record/4655582/files/figure.png	b9e2be25747073c8d373dd568e399a4b
Pyrochroidae	<http://treatment.plazi.org/id/038587AACA5F906BFF4A418EFAF77C23>	<http://dx.doi.org/10.5281/zenodo.4736743>	FIGURE 1. Larval habitus: A—habitus of mature larva of Pyrochroa coccinea, dorsal view; B—habitus of pre-mature instar larva of P. serraticornis, dorsal view. Scale bars: A = 5 mm; B = 2.5 mm.	https://zenodo.org/record/4736743/files/figure.png	c41a417354c6848ab2cd74c4c83a80b4
Pyrochroidae	<http://treatment.plazi.org/id/038587AACA5F906BFF4A418EFAF77C23>	<http://dx.doi.org/10.5281/zenodo.4736749>	FIGURE 2. Details of cranium: A—cranium of Pyrochroa coccinea, dorsal view; B—cranium of P. serraticornis, dorsal view; C—cranium of P. coccinea, ventral view; D—cranium of P. serraticornis, ventral view; E—right maxilla of P. coccinea, ventral view; F—right maxilla of P. serraticornis, ventral view. Scale bars: A–D = 1.5 mm; E–F = 0.5 mm.	https://zenodo.org/record/4736749/files/figure.png	05a55eb44dfa8ccce691b0b164f47209
